year,domain,goal_key,current_value,updated_at,notes
2026,fitness,running_miles,0,2026-05-04,Initial value
2026,fitness,crossfit_classes,0,2026-05-04,Initial value
2026,professional,migrations_completed,0,2026-05-04,Initial value
2026,professional,ps_revenue_usd,0,2026-05-04,Initial value
